Fecha,I0,N
2020-12-24,1063,
2020-12-25,758,
2020-12-26,655,
2020-12-27,757,
2020-12-28,564,
2020-12-29,703,
2020-12-30,677,
2020-12-31,574,
2021-01-01,585,
2021-01-02,494,
2021-01-03,424,
2021-01-04,384,
2021-01-05,442,
2021-01-06,654,
2021-01-07,486,
2021-01-08,444,
2021-01-09,519,
2021-01-10,399,
2021-01-11,306,
2021-01-12,386,
2021-01-13,357,
2021-01-14,340,
2021-01-15,295,
2021-01-16,299,
2021-01-17,246,
2021-01-18,161,
2021-01-19,231,
2021-01-20,228,
2021-01-21,227,
2021-01-22,266,
2021-01-23,197,
2021-01-24,185,
2021-01-25,148,
2021-01-26,157,
2021-01-27,96,
2021-01-28,199,
2021-01-29,249,
2021-01-30,183,
2021-01-31,140,
2021-02-01,121,
2021-02-02,114,
2021-02-03,150,
2021-02-04,158,
2021-02-05,154,
2021-02-06,123,
2021-02-07,119,
2021-02-08,125,
2021-02-09,100,
2021-02-10,127,
2021-02-11,142,
2021-02-12,141,
2021-02-13,126,
2021-02-14,150,
2021-02-15,141,
2021-02-16,94,
2021-02-17,134,
2021-02-18,130,
2021-02-19,158,
2021-02-20,152,
2021-02-21,145,
2021-02-22,128,
2021-02-23,145,
2021-02-24,200,
2021-02-25,220,
2021-02-26,256,
2021-02-27,243,
2021-02-28,197,
2021-03-01,175,
2021-03-02,217,
2021-03-03,240,
2021-03-04,261,
2021-03-05,312,
2021-03-06,321,
2021-03-07,286,
2021-03-08,239,
2021-03-09,320,
2021-03-10,370,
2021-03-11,409,
2021-03-12,431,
2021-03-13,419,
2021-03-14,407,
2021-03-15,368,
2021-03-16,425,
2021-03-17,536,
2021-03-18,607,
2021-03-19,716,
2021-03-20,813,
2021-03-21,823,
2021-03-22,888,
2021-03-23,1101,
2021-03-24,1254,
2021-03-25,1515,
2021-03-26,1534,
2021-03-27,1558,
2021-03-28,1881,
2021-03-29,1904,
2021-03-30,992,
2021-03-31,1819,
2021-04-01,2790,
2021-04-02,3594,
2021-04-03,3567,
2021-04-04,4033,
2021-04-05,3548,
2021-04-06,5100,
2021-04-07,5506,
2021-04-08,7437,
2021-04-09,8521,
2021-04-10,7897,
2021-04-11,10774,
2021-04-12,11491,
2021-04-13,13468,
2021-04-14,17282,
2021-04-15,16699,
2021-04-16,19486,
2021-04-17,24375,
2021-04-18,25462,
2021-04-19,23686,
2021-04-20,28395,
2021-04-21,24638,
2021-04-22,26169,
2021-04-23,24331,
2021-04-24,24103,
2021-04-25,22933,
2021-04-26,20201,
2021-04-27,24149,
2021-04-28,25986,
2021-04-29,24235,
2021-04-30,27047,
2021-05-01,25219,
2021-05-02,20394,
2021-05-03,18043,
2021-05-04,19953,
2021-05-05,20960,
2021-05-06,19133,
2021-05-07,19832,
2021-05-08,17364,
2021-05-09,13336,
2021-05-10,12651,
2021-05-11,12481,
2021-05-12,13287,
2021-05-13,10489,
2021-05-14,8506,
2021-05-15,6430,
2021-05-16,6456,
2021-05-17,4524,
2021-05-18,4482,
2021-05-19,3846,
2021-05-20,3231,
2021-05-21,3009,
2021-05-22,2260,
2021-05-23,1649,
2021-05-24,1550,
2021-05-25,1568,
2021-05-26,1491,
2021-05-27,1072,
2021-05-28,1141,
2021-05-29,956,
2021-05-30,946,
2021-05-31,648,
2021-06-01,623,
2021-06-02,576,
2021-06-03,487,
2021-06-04,523,
2021-06-05,414,
2021-06-06,381,
2021-06-07,231,
2021-06-08,316,
2021-06-09,337,
2021-06-10,305,
2021-06-11,238,
2021-06-12,213,
2021-06-13,255,
2021-06-14,131,
2021-06-15,228,
2021-06-16,212,
2021-06-17,158,
2021-06-18,165,
2021-06-19,135,
2021-06-20,124,
2021-06-21,89,
2021-06-22,397,
2021-06-23,588,
2021-06-24,109,
2021-06-25,115,
2021-06-26,85,
2021-06-27,259,
2021-06-28,59,
2021-06-29,101,
2021-06-30,94,
2021-07-01,93,
2021-07-02,93,
2021-07-03,86,
2021-07-04,94,
2021-07-05,54,
2021-07-06,79,
2021-07-07,93,
2021-07-08,93,
2021-07-09,81,
2021-07-10,76,
2021-07-11,53,
2021-07-12,45,
2021-07-13,76,
2021-07-14,77,
2021-07-15,72,
2021-07-16,66,
2021-07-17,59,
2021-07-18,51,
2021-07-19,36,
2021-07-20,44,
2021-07-21,62,
2021-07-22,49,
2021-07-23,58,
2021-07-24,66,
2021-07-25,66,
2021-07-26,39,
2021-07-27,77,
2021-07-28,67,
2021-07-29,51,
2021-07-30,63,
2021-07-31,58,
2021-08-01,85,
2021-08-02,51,
2021-08-03,50,
2021-08-04,67,
2021-08-05,61,
2021-08-06,44,
2021-08-07,72,
2021-08-08,66,
2021-08-09,39,
2021-08-10,52,
2021-08-11,37,
2021-08-12,49,
2021-08-13,50,
2021-08-14,50,
2021-08-15,53,
2021-08-16,27,
2021-08-17,38,
2021-08-18,36,
2021-08-19,25,
2021-08-20,57,
2021-08-21,19,
2021-08-22,24,
2021-08-23,17,
2021-08-24,151,
2021-08-25,65,
2021-08-26,45,
2021-08-27,61,
2021-08-28,29,
2021-08-29,31,
2021-08-30,20,
2021-08-31,28,
2021-09-01,36,
2021-09-02,39,
2021-09-03,35,
2021-09-04,55,
2021-09-05,30,
2021-09-06,32,
2021-09-07,50,
2021-09-08,41,
2021-09-09,36,
2021-09-10,36,
2021-09-11,57,
2021-09-12,22,
2021-09-13,17,
2021-09-14,38,
2021-09-15,57,
2021-09-16,28,
2021-09-17,55,
2021-09-18,41,
2021-09-19,28,
2021-09-20,20,
2021-09-21,39,
2021-09-22,30,
2021-09-23,48,
2021-09-24,24,
2021-09-25,27,
2021-09-26,29,
2021-09-27,32,
2021-09-28,34,
2021-09-29,41,
2021-09-30,47,
2021-10-01,32,
2021-10-02,33,
2021-10-03,33,
2021-10-04,34,
2021-10-05,27,
2021-10-06,26,
2021-10-07,44,
2021-10-08,39,
2021-10-09,30,
2021-10-10,29,
2021-10-11,23,
2021-10-12,34,
2021-10-13,31,
2021-10-14,28,
2021-10-15,26,
2021-10-16,21,
2021-10-17,32,
2021-10-18,15,
2021-10-19,36,
2021-10-20,25,
2021-10-21,22,
2021-10-22,38,
2021-10-23,40,
2021-10-24,37,
2021-10-25,27,
2021-10-26,41,
2021-10-27,38,
2021-10-28,42,
2021-10-29,37,
2021-10-30,37,
2021-10-31,45,
